1359,KRAMER: Taste this.
1361,"KRAMER: No, taste it. Taste it."
1363,KRAMER: Youve never had cantaloupe like this before...
1365,KRAMER: ...Jerry. This is great cantaloupe.
1367,KRAMER: Uh-huh. Its good?
1369,"KRAMER: Good, huh?"
1371,KRAMER: I got it at Joes.
1373,KRAMER: Forty-nine cents a pound. Thats practically half than what youre paying at the supermarket. I dont know why you dont go to Joes.
1375,KRAMER: Its three blocks further. You can use my shopping cart..
1377,"KRAMER: See, the other thing is, if you dont like anything, he takes it right back."
1385,KRAMER: I liked Marlene. Whats her number?
1388,"KRAMER: George, I want you to taste this cantaloupe."
1390,KRAMER: Its the best cantaloupe I ever had.
1392,"KRAMER: Jerry, tell him how good this cantaloupe is."
1442,KRAMER: Hey.
1444,"KRAMER: I got it! This time, I got it!"
1446,"KRAMER: Hips! See, its all hips."
1448,KRAMER: You gotta come through with the hips first.
1450,KRAMER: Joes?
1452,"KRAMER: Well, is it good?"
1454,KRAMER: Let me taste it.
1455,"KRAMER: See, that stinks. You cant eat that. You should take that back."
1457,"KRAMER: All right, Ill take it back. Im going by there."
1459,"KRAMER: Jerry, you should care. Cantaloupe like this should be taken out of circulation."
1463,KRAMER: Well?
1465,"KRAMER:  Oh. Oh, Marlene..."
1467,KRAMER: I thought you were trying to get rid of her?
1469,KRAMER: Does George know?
1471,"KRAMER: Yeah, no kidding."
1473,"KRAMER: Whoa, psychosexual."
1475,"KRAMER: Man, I dont understand people. I mean, why would George want to deprive you of pleasure? Is it just me?"
1477,KRAMER: Youre his friend. Better that she should sleep with someone else? Some jerk that he doesnt even know?
1479,KRAMER: Youre a human being.
1481,KRAMER: Youre flesh and blood.
1490,KRAMER: Nope. No good.
1492,"KRAMER: Well, Im taking this back."
1584,"KRAMER: Morty, are you coming in?"
1586,"KRAMER:  Hey, howd you do?"
1588,KRAMER: Yeah!
1590,KRAMER: Im completely changing the configuration of the apartment. Youre not gonna believe it when you see it. A whole new lifestyle.
1592,KRAMER: Levels.
1594,"KRAMER: Yeah, Im getting rid of all my furniture. All of it. And Im going to build these different levels, with steps, and itll all be carpeted with a lot of pillows. You know, like ancient Egypt."
1596,KRAMER: No no. Its all in my head.
1598,"KRAMER: Oh, Ill be comfortable."
1600,KRAMER: Ohh... should be done by the end of the month.
1602,"KRAMER: Its a simple job. Why, you dont think I can?"
1604,"KRAMER: Well, I got the tools. I got the pillows. All I need is the lumber."
1607,"KRAMER: Well, this time, this time youre wrong. Cmon. Ill even bet you."
1610,KRAMER: A big dinner with dessert. But Ive got till the end of the month.
1612,KRAMER: No no no. End of the month.
1661,"KRAMER: Oh, hi. I uh just came to say goodbye."
1662,KRAMER: Need any help with those?
1664,"KRAMER: Oh, well... I decided Im not gonna do it."
1672,"KRAMER: Yeah. So long, Morty."
1674,KRAMER: Theres no dinner. The bets off. Im not gonna do it.
1676,"KRAMER: Ya well, theres no bet if Im not doing it."
1678,"KRAMER: Yeah, well, I could do it. I dont wanna do it."
1680,KRAMER: And it could be done.
1682,KRAMER: I dont want the levels!
1841,KRAMER: Hey. New jacket?
1843,KRAMER: Its beautiful.
1845,KRAMER: Thats definitely you.
1847,"KRAMER: Thats more you than youve ever been. Hey, what is with the pink lining?"
1849,"KRAMER: Oh... So, what did you pay for this?"
1851,KRAMER: How much?
1853,"KRAMER: What, youre not gonna tell me?"
1855,KRAMER: Over three hundred?
1857,KRAMER: Its over four hundred?
1859,KRAMER: Is it over four hundred?
1861,"KRAMER: Woah, Nelson!"
1863,KRAMER: What are you gonna do with the leather one?
1865,"KRAMER: Well, are you gonna wear it?"
1867,KRAMER: Youre not going to wear this.
1869,"KRAMER: Well, yeah. Okay. Ill take it. I like the jacket."
1871,"KRAMER: Heey, good karma for you.  Oh baby."
1893,"KRAMER:  Hey. Hey, would you do me a solid?"
1895,KRAMER: I need you to sit in the car for two minutes while its double-parked. I gotta pick up some birds.
1897,"KRAMER: Yeah. A friend of mine, hes a magician. Hes going away on vacation. He asked me to take care of his doves."
1899,KRAMER: They wont take a cage full of birds.
1901,"KRAMER: George, do me a solid? Two minutes."
1903,"KRAMER: All right... Yeah. All right, have a good one."
2028,KRAMER: Hey.
2030,KRAMER: Ive gotta feed the birds.
2032,KRAMER: You got any of those mini Ritzes?
2034,"KRAMER: Yeah! Well, are you going out?"
2036,"KRAMER: Hey, wheres your new jacket?  Ohhh. What did you do to it?"
2038,KRAMER: Dont you know what that does to suede?
2043,"KRAMER: So, uh... what are you gonna do with that one now?"
2045,KRAMER:  Well...
2048,KRAMER: You gonna throw this out?
2051,"KRAMER:  Well, if youre just gonna throw it out, you know, I could take it."
2056,"KRAMER: Hey, see, I like it like this."
2059,"KRAMER: Boy, its too bad you gave me this one too."
2061,KRAMER: Im gonna have to do something about this lining.
2153,"KRAMER: Hey, I just thought of a really funny thing for your act. All right, youre up there, youre on the stage and you go, Hey, you ever notice how cars here in New York, they never get out of the way of ambulances anymore. Someones in a life-and-death situation, and were thinking, Well, sorry buddy, you shouldve thought of that when you were eating cheese omelettes and sauages for breakfast every morning for the last thirty years."
2154,KRAMER: So you gonna use it?
2156,KRAMER: Its funny.
2159,KRAMER: Thats as good as anything you do.
2215,KRAMER: Hey.
2217,KRAMER: Oh. Cotton Dockers!
2219,KRAMER: What? Where are we going?
2223,"KRAMER: One hundred percent Cotton Dockers. If theyre not Dockers, theyre just pants"
2228,KRAMER: What happened there?
2330,KRAMER: Mousse. I moussed up.
2332,"KRAMER: You know, I should've done this years ago. I mean, I feel like I've had two lives. My pre-mousse. And now, I begin my post-mousse. Hey, tell me the truth, have you ever seen a better looking guy?"
2335,"KRAMER:  Oh, I keep forgetting to enter that!"
2364,"KRAMER: Hey, Harold, what do you think?"
2367,"KRAMER:  Hey, thanks."
2455,"KRAMER: You know, I dont even know why youre fooling around with this ring. Ive been telling you, get yourself some plugs. Or a piece."
2457,"KRAMER: Oh, man. You know, youre crazy. Youre a good looking guy. What do you want to walk around like that for?"
2501,"KRAMER:  Hey, my new neighbor!"
2503,KRAMER: What?
2505,"KRAMER: So, okay uh whats the problem?"
2507,"KRAMER: Cmon, you can come up with five thousand dollars.  Jerry, you dont have five thousand dollars you can led her? Come on."
2510,KRAMER: Loan her the money. You can afford it.
2512,"KRAMER: Oh, cmon. Shell pay you back. Whats five grand between friends?"
2514,"KRAMER: Yeah, so whats the problem?"
2516,KRAMER: Hey see He said hed loan you the money.
2518,KRAMER: Thats okay. He doesnt care.
2520,KRAMER: Get outta here.
2522,KRAMER: Whats to think about?
2525,KRAMER: You didnt want her in the building?
2527,"KRAMER: Well, then what did you loan her the five thousand for? Oh, look, maybe she wont take it. I mean, she did say that she was gonna think about it."
2529,KRAMER: I still dont understand what the problem is having her in the building.
2531,KRAMER: Because Im a pod?
2587,"KRAMER: Well, its all taken care of. Everythings cool."
2589,KRAMER: Elaine.
2591,KRAMER: I just found a guy whos willing to pay ten thousand dollars for the apartment.
2593,KRAMER: Cash.
2595,KRAMER: Hes in the music business.
2597,"KRAMER: Well, occasionally I like to help the humans."
2607,"KRAMER: Oh, I love the one they do right after this one! "
2618,KRAMER: You want these? Knee socks. You dont wear knee socks.
2624,KRAMER: Now this I like.
2626,"KRAMER: Wait, wait, wait..."
2628,KRAMER: Come on...
2633,"KRAMER: Cmon, George. I saw it first."
2635,"KRAMER: No, I got dibs!"
2638,KRAMER: Potato man!
2640,KRAMER: Okay...yea well uh start with me.
2645,"KRAMER: What?! Wait a minute. No, no, no. What are you doing? No, no, oh, oh, okay. Hes out. I get it."
2648,KRAMER: Do over  start with him.
2650,"KRAMER: All right, you can have it. "
2652,"KRAMER: Okay, Im gonna take the suit, and the shoes, and the hat."
2654,"KRAMER: Hey, I look like Joe Friday in Dragnet."
2661,"KRAMER: Oh, uh, well - okay."
2743,KRAMER: Lets go get him.
2747,KRAMER: You wanna go get him?
2752,KRAMER: I say we get him.
2867,KRAMER: Im not happy about this.
2875,KRAMER:  Im not happy about this.
2878,KRAMER:  Police! Open up!
2880,"KRAMER: Freeze, mother!"
2882,"KRAMER: Shut up. Spread em. I said spread em!  Youre in big trouble son. Burglary, grand larceny, possession of stolen goods... and uh, uh... murder."
2884,"KRAMER: Shut up! Keep em spread! Just make love to that wall, pervert!"
2886,KRAMER: Is your name Ray?
2888,"KRAMER: Yeah, youre the punk Im looking for!"
2890,"KRAMER: Yeah, Im a cop. Im a good cop. Im a damn good cop!  Todays your lucky day, junior, cause Im gonna let you off with a warning. Any more of this criminal activity, and youll be sorry. You got me?"
2892,"KRAMER: Good, good. Lets uh keep it that way."
2895,KRAMER: Yeah.
2897,"KRAMER: Well, lets just say I didnt take him to Peoples Court."
2899,"KRAMER: Well, Ill think of something."
2904,KRAMER: Hey.
2906,"KRAMER: Boy, I have really had it with Newman. He wakes me up again last night at three o'clock in the morning to tell me he's going up onto the roof to kill himself."
2908,"KRAMER: I said "" Jump."" Well, he's been threatening to do this for years. I said "" Look, if you're gonna kill yourself do it already and stop bothering me."" At least I'd respect the guy for accomplishing something."
2910,KRAMER: No job. No women.
2912,"KRAMER: Well, what am I supposed to tell him? How much there is for him to live for? Why should I lie to him?"
2914,KRAMER: Why don't you use the machines down in the basement?
2916,KRAMER: How 'bout if I put a few things --
2918,"KRAMER: Well, you're going over there."
2920,KRAMER: Have you ever met my guys?
2922,KRAMER: Well!
2924,KRAMER: Ah!
3049,KRAMER: Yeah.
3051,KRAMER: He jumped.
3053,KRAMER: Yeah. Newman jumped.
3055,"KRAMER: Oh, yeah. Yeah. Yeah. Yeah. Yeah. Yeah."
3057,"KRAMER: I said "" Wave to me when you pass my window."""
3059,"KRAMER: No! He jumped from the second floor. Mr. Papanickolous saw him from across the street. He's lying out there faking. See, he's trying to get back at me."
3061,KRAMER: What's the matter?
3063,KRAMER: Where? Where?
3066,KRAMER: Okay. Come on. Give the guy his money. What -- what are you doing?
3073,KRAMER: No. You can't let him get away with this.
3087,KRAMER: Come on. What's the big deal? Just gonna put a little concrete in the washing machine.
3089,"KRAMER: Well, it'll gonna mix up with the water, and then by the end of the cycle it'll be a solid block!"
3091,KRAMER: You keep him busy.
3092,KRAMER: Whoa!
3129,KRAMER: I didn't realize it was a full box.
3157,KRAMER:  Oh.
3159,KRAMER: It was in my laundry.
3161,KRAMER: It was about 1200 bucks.
3163,KRAMER: Oh! That's Newman. 
3165,"KRAMER:  Well, what are you waiting for?"
3168,KRAMER: You wanna shoot some pool tonight?
3273,KRAMER: Hey.
3275,"KRAMER: Boy, they got a great cafeteria downstairs. Hot food, sandwiches, a salad bar.. It's like a Sizzler's opened up a hospital!  So, how did you have a heart attack? You're a young man. What were you doing? Are they gonna do a zipper job? Oh, they love to do zipper jobs."
3277,"KRAMER: The really bad thing about the heart is the sex thing. See, you gotta be careful about sex now. You get that heart pumping and suddenly, boom! Next thing you know, you got a hose coming out of your chest attached to a piece of luggage."
3279,KRAMER: No? That's good.
3281,"KRAMER: Oh man.. No.. George, we gotta get you outta here. Get out! Right now! They'll kill ya in here."
3283,"KRAMER: Oh yeah? My friend, Bob Saccomanno, he came in here for a hernia operation.. Oh yeah, routine surgery.. now he's sittin' around in a chair by a window going, ""My name is Bob"" .. George, whatever you do, don't let 'em cut you. Don't let 'em cut you.."
3286,"KRAMER: I'll tell you what to do, I'll tell you what to do. You go to Tor Eckman. Tor, Tor, he'll fix you right up. He's a herbalist, a healer, George. He's not just gonna fix the tonsils and the adenoids, he is gonna change the whole way you function - body and mind."
3288,"KRAMER: No, no, he's out. He got out. See, the medical establishment, see, they tried to frame him. It's all politics. But he's a rebel."
3290,"KRAMER: He's holistic, George. He's holistic."
3296,KRAMER: First visit? Thirty-eight bucks.
3314,KRAMER: I'm off hot water.
3339,"KRAMER: Go ahead, drink it, George."
3342,"KRAMER: Go ahead, drink it, George."
3358,"KRAMER:  Hey, let me drive."
3364,"KRAMER:  Hey, you have keys?"
3367,KRAMER: What's a Chuckle?
3381,"KRAMER: Well, can you call him an ambulance?"
3383,"KRAMER: hey, watch the road! Watch the road, man!"
3478,KRAMER: Hey.
3480,KRAMER: Got the paper?
3482,KRAMER: No paper?
3484,"KRAMER: Well, what's taking you so long? "
3618,"KRAMER: Hey. Oh, Elaine. I'm glad you're here. Stay right there. I'm gonna be right back. "
3624,KRAMER: Yeah. Open it.
3626,"KRAMER: That's pretty good, huh?"
3628,KRAMER: Remember when we were standing there and she mentioned it? I made a mental note of it.
3630,"KRAMER: Oh yeah, I'm very sensitive about that. I mean, when someone's birthday comes up, I keep my ears open. So what'd you get her?"
3632,KRAMER: Cash? You gotta be kidding. What kind of gift is that? That's like something her uncle would get her.
3634,KRAMER:  Yates.
3637,KRAMER: What?
3639,"KRAMER: Oh, the relationship. "
3678,KRAMER: Hey.
3680,KRAMER: You got the paper yet?
3682,"KRAMER: Well where is it?  Hey, you done with that?"
3684,"KRAMER: Well, you're not reading it now."
3686,"KRAMER: Oh yeah. So, ah, what're you guys gonna do today?"
3689,"KRAMER: Boy, I really liked the two of you much better when you weren't a couple. "
3757,KRAMER: What are you doing this for? Look at you..
3759,KRAMER: But you don't have to do this! This guy is waiting in my house.
3761,KRAMER: It's a one-time fee. A hundred and fifty bucks. Why live like this?!
3763,"KRAMER: Oh, so what are you gonna do? You gonna wait for the cable companies to resolve their dispute? They're gonna be in court for years."
3765,"KRAMER:  Oh, oh, the paper.."
3767,"KRAMER: Oh, God, you're so naive! All the cable companies care about is the ""Big Mammoo.""  Oh, look at you! You're banging things.. Pathetic. Just wasting your life. I'm offering you fifty-six channels - movies, sports, nudity. And it's free! For life!"
3769,"KRAMER: Can you hear yourself? Can, can, do you know what you're saying?!"
3771,KRAMER: It's not illegal.
3773,"KRAMER: Well, yeah."
3775,"KRAMER:  Look, will you at least let me bring the guy over? He's an amazing man. He's a Russian immigrant. He escaped the Gulag. He's like the Sakharov of cable guys.. He'll slow down your gas meter. He sells slugs, Jerry. Slugs for the subway."
3777,"KRAMER: Yeah. He's intense, man."
3779,"KRAMER: Oh, you're not gonna get caught. Look, let me get him. Man, it's the nineties, it's Hammer time! Come on, just let me get him."
3782,"KRAMER: No problem. Yeah, you'll have the whole thing installed by the time you get back."
3784,"KRAMER: No, no, now look now, Jerry, Jerry, it's no risk. I swear. The Mets have seventy-five games on cable this year.."
3786,"KRAMER: You won't regret it.  Jerry's gonna be a cable boy, a cable boy, a cable boy.."
3794,"KRAMER: Jerry, I had to tell them. I had to. I had no choice. They were onto the scam from the very beginning."
3798,"KRAMER: No! Jerry!  Cable boy, cable boy.. What have you done to my little cable boy?.."
3847,KRAMER: We're putting in cable.
3849,"KRAMER: Oh, we have to do this now."
3851,KRAMER: Which one?
3853,"KRAMER: Oh, they're Soviet Cable guys."
3855,"KRAMER: Oh yeah.. it's all authorized, yeah."
3857,"KRAMER: Elaine, do you know how booked up this guy is? Now, if I send him away now, it's gonna take Jerry months to get him back.. He won't like that."
3859,"KRAMER:  Look, it's gonna take a few minutes.. Then, you and the gals can take a load off and watch something on Lifetime."
3868,"KRAMER:  Yeah, I eat the whole apple. The core, stem, seeds, everything."
3870,"KRAMER: Yeah, yeah. Well, you know, there are many differences between American and Soviet cultures that you're not aware of. See, in Russian, the cable guy, they got the whole run of the house. Yeah, that's tradition.  Did you ever eat the bark of a pineapple?"
3872,KRAMER:  Uh.. Excuse me..
3904,KRAMER: Don't be a fool.
3920,KRAMER: 
4239,KRAMER: Take me where? Where?
4242,KRAMER: What am I gonna say?
4244,"KRAMER: Well, I'm not an idiot."
4246,KRAMER: Then we're cool.
4248,KRAMER:  He's a hell of a guy.
4250,KRAMER: Habla espanol?
4253,KRAMER: Como se dice.. waterbed?
4255,KRAMER: You got anything to drink? Agua?
4257,KRAMER: Let me get a glass of water. 
4260,KRAMER: His cat's gone.
4263,"KRAMER: ..You know, cats run away all the time. You know, my aunt, she had a cat. Ran away. Showed up three years later.. you never know. They got things in"
4265,KRAMER: The wire was sticking out..  Yeah.
4267,KRAMER: You oughta get that wire fixed. 
4270,KRAMER: Hey.
4272,KRAMER: It's been a week. It's up to the cat now.
4274,KRAMER: Oh? How do you figure?
4276,KRAMER: Why was I in charge of closing the door?
4278,KRAMER: So!
4280,KRAMER: Let me talk to him.
4348,KRAMER: ..The busboy's coming! The busboy's coming!
4351,KRAMER: Yeah. I just buzzed him in. He's on his way up..
4356,"KRAMER: No, he's not going to do anything. I guarantee it."
4358,KRAMER: Antonio. In here!
4540,KRAMER: Hey.
4542,"KRAMER: I just saw Joe DiMaggio in Dinky Donuts. You know, I-I looked in there and there he was having coffee and a donut."
4544,KRAMER: Yeah. Joe DiMaggio.
4546,KRAMER: Well maybe he likes Dinky Donuts.
4549,KRAMER: Why can't Joe DiMaggio have a donut like everyone else?
4551,KRAMER: Yeah.
4554,"KRAMER: Look I'm tellin--  I'm telling ya, that was Joe DiMaggio."
4561,"KRAMER: A stall man, huh? "
4563,KRAMER: Wha-ha-a-at? 
4595,"KRAMER: Hey, I saw DiMaggio in the donut shop again."
4597,KRAMER: Yeah.
4599,"KRAMER: Joe DiMaggio, you know this time I went in and sat down across from him and I really watched him. I studied, his every move. For example, he dunks."
4601,KRAMER: That's right.
4603,"KRAMER: Oh, he's a dunker."
4605,"KRAMER: And nothing diverts his attention. Like, I'm uh, you know, I-I, like I'm sitting in there, you know. And, uh, I start banging on the table, you know, to uh, so that hell look up, you know, Like I'm sitting there you know and uh, *bang*  *yip*. No reaction because the guy is so focused, you see, he can just block out anything that's going on around him. See, that's how he played baseball. He dunks like he hits."
4607,"KRAMER: Well, then the waitress, she comes up and she tells me to shut up or they're gonna throw me out."
4613,"KRAMER: Yeah, you know kids, they can be very perceptive."
4636,"KRAMER: How can you do that to your friend? He's got a wife, kids, and a lot of other stuff. Oh, yyyeeah."
4699,"KRAMER: Man, Ughhhh, wwwheh. I just came from Roy's. I threw up from the gas."
4701,"KRAMER: No no, he's fine."
4705,KRAMER: Where?
4708,KRAMER: Yeah -- yeah.
4710,KRAMER:  yeah.
4713,"KRAMER: Wait, wait hold on now, wait, wait *bang*  *yip* *yip* See? I told you."
4734,KRAMER: I'm sorry. I thought it was a legitimate charity. I didn't know you'd get audited
4736,"KRAMER: No, blame me."
4738,KRAMER: Don't blame me.
4740,KRAMER: It was supposed to erupt.
4742,KRAMER: You know what my feelings are about this. I don't even pay taxes.
4750,KRAMER: When do you pit the sauce on?
4752,KRAMER: I like to strain the sauce.
4754,"KRAMER: Yeah, Tina likes the couch."
4774,KRAMER: 
4859,"KRAMER: Yeah, it's a windshield."
4861,KRAMER: I found it on the road.
4865,KRAMER: Can you believe somebody threw this out? You know I'm going to make a coffee table out of this and surprise Tina.
4867,KRAMER: wow
4869,KRAMER: hell-oo
4874,"KRAMER: I, I saw her naked."
4876,"KRAMER: Well, you know, ... it was an accident."
4878,KRAMER: I thought it was a closet.
4880,KRAMER: Completely naked.
4882,KRAMER: All right. I'll tell you what. If it's going to make you feel any better you can see me naked.
4884,"KRAMER: No, I want you to see me naked."
4886,"KRAMER: No, I want to show you."
4890,"KRAMER: Well, it's a windshield. It's going to be your new coffee table."
4901,KRAMER: You know what they do in there? Did you see CooCoo's Nest? They put those electrodes in your head.
4905,"KRAMER: My friend Bob Sacamano had shock treatments. But his synapses were so large, it had no effect."
4927,KRAMER: Hey.
4929,"KRAMER: Listen uh, you want some leftovers? I made some African food. There's, yambalas and uh, sambusa."
4931,"KRAMER: Yeah, yeah, I'll be right there baby."
4934,"KRAMER: So, is everything cool? or what?"
4964,"KRAMER: Oh,"
4967,"KRAMER: No, lets go to the couch..."
4973,"KRAMER: Hey, Are you going to the hospital now?"
4975,"KRAMER: All right, great, great uh, we'll share a cab."
5416,"KRAMER: Sorry, I can't watch the dog tonight."
5419,"KRAMER: I can't, I gotta get this Ellen out of my life."
5421,"KRAMER: Oh ho ho ho yeah, the sooner the better. I can't wait to do it. You know how there's some people you worry about whether you're going to hurt their feelings? With her, I'm looking forward to it. I'd like to get it on video, watch it in slow motion and freeze frame it. Oh ho, yeah."
5423,"KRAMER: Woah, you didn't like her?"
5426,KRAMER: How come you never said anything?
5428,KRAMER: I tell you.
5479,"KRAMER: I must have been out of my mind. Look at you. Why don't you do something with your life? Sit around here all day, you contribute nothing to society. You're just taking up space. How could I be with someone like you? Wouldn't respect myself."
5494,"KRAMER: Please! Please!! I take it all back, everything! I take it all back, every word! I love you! I love *you*! I can't live without you, I,ll, I'll do anything!"
5508,KRAMER: I went back with Ellen.
5513,KRAMER: Do you think that I forgot what you two said about her?
5515,"KRAMER: From now on when we pass each other in the hall, I don't know you, you don't know me."
5518,KRAMER: I'm getting my pot.
5596,"KRAMER: Hey, c'mon, c'mon, get off me!"
5598,KRAMER: Hey you keep that mutt away from me.
5616,"KRAMER: Hi, hi, hi, hi, hi."
5618,"KRAMER: Well, ah you were right."
5620,"KRAMER: Ellen. We, uh, broke up again."
5624,KRAMER: I'll bring back the pot.
5626,"KRAMER: Hey, what are you gonna see?"
5628,"KRAMER: Hey, that's supposed to be great."
5630,KRAMER: How do you know?
5635,KRAMER: enters
5637,KRAMER: What's the problem?
5639,"KRAMER: Do you know how much that comes to? That's a nickel a day for 20 years. It's going to be $50,000"
5641,"KRAMER: If it's a dime a day it could be $100,000"
5644,"KRAMER: Oh, memory burn."
5646,KRAMER: How did they ever find you?
5649,KRAMER: You know I never got a library card.
5651,"KRAMER: It's all a bunch of cheapskates in there anyway. People sitting around reading the newspaper attached to huge wooden sticks Trying to save a quarter, ooh,"
5653,"KRAMER: Yeah,"
5654,"KRAMER: The Dewey Decimal System, what a scam that was. Boy that Dewey guy really cleaned up on that deal."
5657,KRAMER: Tryin' to save a quarter.
5660,KRAMER: Look at her. This is a lonely woman looking for companionship.. ... Spinster. ... Maybe a virgin. ... Maybe she got hurt a long time ago. She was a schoolgirl. There was a boy It didn't work out. Now she needs a little tenderness. She needs a little understanding. She needs a little Kramer.
5665,"KRAMER: Bookman? The library investigator's name is actually, Bookman?"
5667,"KRAMER: That's amazing. That's like an ice cream man named, Cone."
5677,KRAMER: yeah
5683,KRAMER: Ooh tattle tale
5686,KRAMER: What did this guy do? What happened?
5688,"KRAMER: Oh come on, You can tell me."
5690,KRAMER: What tonight?
5691,KRAMER: Y'know I never figured you for a squealer.
5696,KRAMER: He's out on a case? He actually goes out on cases?
5701,"KRAMER: Hey, uh, I'll see you boys later.  So uh, what's a guy got to do around here to get a library card?"
5744,"KRAMER: Hey Babaloo, you better get home. You know this guy Bookman from the library he's waiting for ya."
5770,KRAMER: What's wrong?
5772,"KRAMER: So I, I didn't do anything wrong."
5774,KRAMER: Why don't ya' leave?
5794,KRAMER: Read another poem.
5796,"KRAMER: Wow, that is great. You should be published."
5797,"KRAMER: You know, the library is kind of a cool place when it's closed."
5799,KRAMER: HELLO!
5801,KRAMER: HELLO!
5813,KRAMER:  sobs
5815,KRAMER: It's Marion's poetry. I can't take it 
5861,KRAMER: You can have this one.
5873,KRAMER: It's this way.
5890,"KRAMER: No, no, I got it."
5893,"KRAMER: If you like her, go talk to her."
5895,KRAMER: She's fat.
5898,KRAMER: I thought it was here.
5901,KRAMER: Blue-one. I thought it was blue-one.
5906,KRAMER: It looks familiar. I remember the elevator.
5910,KRAMER: Dark blue.
5914,KRAMER: Didn't we come in over there?
5917,KRAMER: About two hours.
5921,KRAMER: Why don't you go behind one of these cars? J
5922,KRAMER:  Why? Nobody's around.
